Signature;Name;Title;Position;RiskyMatch;SawyerNo;PASE_ID
"Adward mine sune";"Adward";"None";"1";"FALSE";S 357;;
"Aþered arceb'";"Aþered";"Archbishop";"2";"FALSE";S 357;;
"Alcheferd bissop";"Alcheferd";"Bishop";"3";"FALSE";S 357;;
"Adelheach b'";"Adelheach";"Bishop";"4";"FALSE";S 357;;
"Wlfhere alderman";"Wlfhere";"unknown";"5";"FALSE";S 357;;
"Adwlf alderman";"Adwlf";"unknown";"6";"FALSE";S 357;;
"Cuðred alderman";"Cuðred";"unknown";"7";"FALSE";S 357;;
"Tumbert abb'";"Tumbert";"Abbot";"8";"FALSE";S 357;;
"Midred mine þegen";"Midred";"unknown";"9";"FALSE";S 357;;
"Aþelwulf";"Aþelwulf";"None";"10";"FALSE";S 357;;
"Osric";"Osric";"None";"11";"FALSE";S 357;;
"Berthful";"Berthful";"None";"12";"FALSE";S 357;;
"Cyma";"Cyma";"None";"13";"FALSE";S 357;;
"Edwardus filius meus";"Edwardus";"None";"14";"FALSE";S 357;;
"Atheldredus archiepiscopus";"Atheldredus";"Archbishop";"15";"FALSE";S 357;;
"Alfredus episcopus";"Alfredus";"Bishop";"16";"FALSE";S 357;;
"Adelheacus episcopus";"Adelheacus";"Bishop";"17";"FALSE";S 357;;
"Wlfere";"Wlfere";"None";"18";"FALSE";S 357;;
"Raduulfus";"Raduulfus";"None";"19";"FALSE";S 357;;
"Kudredus ealdreman";"Kudredus";"unknown";"20";"FALSE";S 357;;
"Turebertus abbas";"Turebertus";"Abbot";"21";"FALSE";S 357;;
"Mildredus";"Mildredus";"None";"22";"FALSE";S 357;;
"Atelwlfus";"Atelwlfus";"None";"23";"FALSE";S 357;;
"Osricus";"Osricus";"None";"24";"FALSE";S 357;;
"Berthwlfus";"Berthwlfus";"None";"25";"FALSE";S 357;;
"Cuna mei";"Cuna";"None";"26";"FALSE";S 357;;
"Ego Ea[d]ward . diuina indulgente clementia . Angul Saxonum Rex .";"Edward";"Sovereign";"1";"FALSE";S 358;;
"in diebus proaui mei Ecgberhti regis .";"Ecgberht";"Sovereign";"2";"FALSE";S 358;;
"et etiam aui mei Aðelwlfi regis .";"Aðelwlf";"Sovereign";"3";"FALSE";S 358;;
"necnon et in diebus patris mei Ælfredi regis uentilata est .";"Ælfred";"Sovereign";"4";"FALSE";S 358;;
"Hoc est quod proauus meus Ecgberht Rex comparauit .";"Ecgberht";"Sovereign";"5";"FALSE";S 358;;
"Ego Eadward Rex signaculo sancte crucis corroboraui";"Eadward";"Sovereign";"1";"FALSE";S 359;;
"Ego Denewulf episcopus";"Denewulf";"Bishop";"2";"FALSE";S 359;;
"Ego Asser episcopus";"Asser";"Bishop";"3";"FALSE";S 359;;
"Ego Æþelweard filius regis";"Æþelweard";"Aetheling";"4";"FALSE";S 359;;
"Ego Ordlaf dux";"Ordlaf";"Dux";"5";"FALSE";S 359;;
"Ego Ordgar dux";"Ordgar";"Dux";"6";"FALSE";S 359;;
"Ego Ælfred dux";"Ælfred";"Dux";"7";"FALSE";S 359;;
"Ego Tata presbyter";"Tata";"Priest";"8";"FALSE";S 359;;
"Ego Werulf presbyter";"Werulf";"Priest";"9";"FALSE";S 359;;
"Ego Beornstan presbyter";"Beornstan";"Priest";"10";"FALSE";S 359;;
"Ego Æðelstan presbyter";"Æðelstan";"Priest";"11";"FALSE";S 359;;
"Ego Waldo presbyter";"Waldo";"Priest";"12";"FALSE";S 359;;
"Ego Orferd minister";"Orferd";"Minister";"13";"FALSE";S 359;;
"Ego Witbrord minister";"Witbrord";"Minister";"14";"FALSE";S 359;;
"Ego Deormod minister";"Deormod";"Minister";"15";"FALSE";S 359;;
"Ego Beorhthelm minister";"Beorhthelm";"Minister";"16";"FALSE";S 359;;
"Ego Ælfred minister";"Ælfred";"Minister";"17";"FALSE";S 359;;
"Ego Wulfred minister";"Wulfred";"Minister";"18";"FALSE";S 359;;
"Ego Wulfhelm minister";"Wulfhelm";"Minister";"19";"FALSE";S 359;;
"Ego Beornstan minister";"Beornstan";"Minister";"20";"FALSE";S 359;;
"Ego Ælfred minister";"Ælfred";"Minister";"21";"FALSE";S 359;;
"Ego Eadward Rex signaculo sancte crucis corroboraui";"Eadward";"Sovereign";"22";"FALSE";S 359;;
"Ego Denewulf episcopus";"Denewulf";"Bishop";"23";"FALSE";S 359;;
"Ego Asser episcopus";"Asser";"Bishop";"24";"FALSE";S 359;;
"Ego Aðelweard filius regis";"Aðelweard";"Aetheling";"25";"FALSE";S 359;;
"Ego Ordlaf Dux";"Ordlaf";"Dux";"26";"FALSE";S 359;;
"Ego Ordgar Dux";"Ordgar";"Dux";"27";"FALSE";S 359;;
"Ego Tata presbyter";"Tata";"Priest";"28";"FALSE";S 359;;
"Ego Werulf presbyter";"Werulf";"Priest";"29";"FALSE";S 359;;
"Ego Beornstan presbyter";"Beornstan";"Priest";"30";"FALSE";S 359;;
"Ego Æþelstan presbyter";"Æþelstan";"Priest";"31";"FALSE";S 359;;
"Ego Waldo presbyter";"Waldo";"Priest";"32";"FALSE";S 359;;
"Ego Offerð minister";"Offerð";"Minister";"33";"FALSE";S 359;;
"Ego Witbrord minister";"Witbrord";"Minister";"34";"FALSE";S 359;;
"Ego Deormod minister";"Deormod";"Minister";"35";"FALSE";S 359;;
"Ego Beorhtelm minister";"Beorhtelm";"Minister";"36";"FALSE";S 359;;
"Ego Ælfred minister";"Ælfred";"Minister";"37";"FALSE";S 359;;
"Ego Wulfred minister";"Wulfred";"Minister";"38";"FALSE";S 359;;
"Ego Wulfhelm minister";"Wulfhelm";"Minister";"39";"FALSE";S 359;;
"Ego Beornstan minister";"Beornstan";"Minister";"40";"FALSE";S 359;;
"Ego Eadweard rex";"Eadweard";"Sovereign";"1";"FALSE";S 360;;
"Ego Plegmund bisceop";"Plegmund";"Bishop";"2";"FALSE";S 360;;
"Ego Æðelweard filius regis";"Æðelweard";"Aetheling";"3";"FALSE";S 360;;
"Ego Denulf bisceop";"Denulf";"Bishop";"4";"FALSE";S 360;;
"Ego Wiferð bisceop";"Wiferð";"Bishop";"5";"FALSE";S 360;;
"Ego Wulfsige bisceop";"Wulfsige";"Bishop";"6";"FALSE";S 360;;
"Ego Asser bisceop";"Asser";"Bishop";"7";"FALSE";S 360;;
"Ego Wighelm bisceop";"Wighelm";"Bishop";"8";"FALSE";S 360;;
"Ego Ceolmund bisceop";"Ceolmund";"Bishop";"9";"FALSE";S 360;;
"Ego Eadgar bisceop";"Eadgar";"Bishop";"10";"FALSE";S 360;;
"Ego Wimund bisceop";"Wimund";"Bishop";"11";"FALSE";S 360;;
"Ego Beornelm abbas";"Beornelm";"Abbot";"12";"FALSE";S 360;;
"Wihtbrord minister";"Wihtbrord";"Minister";"13";"FALSE";S 360;;
"Deormod minister";"Deormod";"Minister";"14";"FALSE";S 360;;
"Beorhtsie minister";"Beorhtsie";"Minister";"15";"FALSE";S 360;;
"Ocea minister";"Ocea";"Minister";"16";"FALSE";S 360;;
"Æðelstan minister";"Æðelstan";"Minister";"17";"FALSE";S 360;;
"Wulfhelm minister";"Wulfhelm";"Minister";"18";"FALSE";S 360;;
"Alla minister";"Alla";"Minister";"19";"FALSE";S 360;;
"Beornstan minister";"Beornstan";"Minister";"20";"FALSE";S 360;;
"Wulfhelm minister";"Wulfhelm";"Minister";"21";"FALSE";S 360;;
"Beornstan minister";"Beornstan";"Minister";"22";"FALSE";S 360;;
"Tata minister";"Tata";"Minister";"23";"FALSE";S 360;;
"Wulfred minister";"Wulfred";"Minister";"24";"FALSE";S 360;;
"Æðelstan";"Æðelstan";"None";"25";"FALSE";S 360;;
"Beorhtulf presbyter";"Beorhtulf";"Priest";"26";"FALSE";S 360;;
"Beornulf diaconus";"Beornulf";"unknown";"27";"FALSE";S 360;;
"Eadstan diaconus";"Eadstan";"unknown";"28";"FALSE";S 360;;
"Eadulf";"Eadulf";"None";"29";"FALSE";S 360;;
"Ælfstan";"Ælfstan";"None";"30";"FALSE";S 360;;
"Æðelstan";"Æðelstan";"None";"31";"FALSE";S 360;;
"Wighelm";"Wighelm";"None";"32";"FALSE";S 360;;
"Wulfstan";"Wulfstan";"None";"33";"FALSE";S 360;;
"Wulfric";"Wulfric";"None";"34";"FALSE";S 360;;
"Ealhstan";"Ealhstan";"None";"35";"FALSE";S 360;;
"Wynsige";"Wynsige";"None";"36";"FALSE";S 360;;
"Eadulf";"Eadulf";"None";"37";"FALSE";S 360;;
"Wulfhelm";"Wulfhelm";"None";"38";"FALSE";S 360;;
"Wulfsige";"Wulfsige";"None";"39";"FALSE";S 360;;
"Ego Eadweard rex consensi et subscripsi";"Eadweard";"Sovereign";"1";"FALSE";S 361;;
"Ego Æðered dux merciorum";"Æðered";"Dux";"2";"FALSE";S 361;;
"Ego Æþelflæd consensi";"Æþelflæd";"None";"3";"FALSE";S 361;;
"Ego Wigmund episcopus";"Wigmund";"Bishop";"4";"FALSE";S 361;;
"Ego Wærfrið episcopus";"Wærfrið";"Bishop";"5";"FALSE";S 361;;
"Ego Eadgar episcopus";"Eadgar";"Bishop";"6";"FALSE";S 361;;
"Ego Alfwald dux";"Alfwald";"Dux";"7";"FALSE";S 361;;
"Ego Æþelfrið dux";"Æþelfrið";"Dux";"8";"FALSE";S 361;;
"Ego Eadnað minister";"Eadnað";"Minister";"9";"FALSE";S 361;;
"Ego Ælfere minister";"Ælfere";"Minister";"10";"FALSE";S 361;;
"Ego Sigeric";"Sigeric";"None";"11";"FALSE";S 361;;
"+ Ego Eadweard Rex .";"Eadweard";"Sovereign";"1";"FALSE";S 362;;
"+ Ego Æðelweard filius regis .";"Æðelweard";"Aetheling";"2";"FALSE";S 362;;
"+ Ego Ordgar Dux .";"Ordgar";"Dux";"3";"FALSE";S 362;;
"+ Ego Ordlaf . Dux .";"Ordlaf";"Dux";"4";"FALSE";S 362;;
"+ Ego Sigulf Dux .";"Sigulf";"Dux";"5";"FALSE";S 362;;
"+ Ego Heahferd Dux .";"Heahferd";"Dux";"6";"FALSE";S 362;;
"+ Ego Ordgar Dux .";"Ordgar";"Dux";"7";"FALSE";S 362;;
"+ Ego Deormod Dux .";"Deormod";"Dux";"8";"FALSE";S 362;;
"+ Ego Ælfstan Dux .";"Ælfstan";"Dux";"9";"FALSE";S 362;;
"+ Ego Beorstan Dux .";"Beorstan";"Dux";"10";"FALSE";S 362;;
"+ Ego Æðelferd Dux .";"Æðelferd";"Dux";"11";"FALSE";S 362;;
"+ Ego Ælfheah Dux .";"Ælfheah";"Dux";"12";"FALSE";S 362;;
"+ Ego Ælfred Dux .";"Ælfred";"Dux";"13";"FALSE";S 362;;
"+ Ego Beorhtsige minister .";"Beorhtsige";"Minister";"14";"FALSE";S 362;;
"+ Ego Ocea minister .";"Ocea";"Minister";"15";"FALSE";S 362;;
"+ Ego Wulfhere minister .";"Wulfhere";"Minister";"16";"FALSE";S 362;;
"+ Ego Ælfhere minister .";"Ælfhere";"Minister";"17";"FALSE";S 362;;
"+ Ego Ælfred minister .";"Ælfred";"Minister";"18";"FALSE";S 362;;
"+ Ego Ælfred minister .";"Ælfred";"Minister";"19";"FALSE";S 362;;
"+ Ego Buga minister .";"Buga";"Minister";"20";"FALSE";S 362;;
"+ Ego Cufa minister .";"Cufa";"Minister";"21";"FALSE";S 362;;
"+ Ego Æðelstan minister .";"Æðelstan";"Minister";"22";"FALSE";S 362;;
"+ Ego Wulfhun minister .";"Wulfhun";"Minister";"23";"FALSE";S 362;;
"+ Ego Witulf minister .";"Witulf";"Minister";"24";"FALSE";S 362;;
"+ Ego Ælfheah minister .";"Ælfheah";"Minister";"25";"FALSE";S 362;;
"+ Ego Uffa minister .";"Uffa";"Minister";"26";"FALSE";S 362;;
"+ Ego Wulfhere minister .";"Wulfhere";"Minister";"27";"FALSE";S 362;;
"+ Ego Burhtric minister .";"Burhtric";"Minister";"28";"FALSE";S 362;;
"+ Ego Dudig minister .";"Dudig";"Minister";"29";"FALSE";S 362;;
"+ Ego Beorsige minister .";"Beorsige";"Minister";"30";"FALSE";S 362;;
"+ Ego Wulfsige minister .";"Wulfsige";"Minister";"31";"FALSE";S 362;;
"+ Ego Witbroð minister .";"Witbroð";"Minister";"32";"FALSE";S 362;;
"+ Ego Odda minister .";"Odda";"Minister";"33";"FALSE";S 362;;
"+ Ego Eardulf minister .";"Eardulf";"Minister";"34";"FALSE";S 362;;
"+ Ego Ælfstan minister .";"Ælfstan";"Minister";"35";"FALSE";S 362;;
"Eadward rex";"Eadward";"Sovereign";"1";"FALSE";S 363;;
"Ealhswið mater regis";"Ealhswið";"unknown";"2";"FALSE";S 363;;
"Elffled conjux regis";"Elffled";"unknown";"3";"FALSE";S 363;;
"Ocea minister";"Ocea";"Minister";"4";"FALSE";S 363;;
"Uffa minister";"Uffa";"Minister";"5";"FALSE";S 363;;
"Beorhthlm minister";"Beorhthlm";"Minister";"6";"FALSE";S 363;;
"Aelfeah minister";"Aelfeah";"Minister";"7";"FALSE";S 363;;
"Aethelward minister";"Aethelward";"Minister";"8";"FALSE";S 363;;
"Ego Eadweard rex hanc meam donationem signo crucis confirmo";"Eadweard";"Sovereign";"1";"FALSE";S 364;;
"Osferð";"Osferð";"None";"2";"FALSE";S 364;;
"Wulfhere";"Wulfhere";"None";"3";"FALSE";S 364;;
"Johannes presbyter";"Johannes";"Priest";"4";"FALSE";S 364;;
"Ælfred";"Ælfred";"None";"5";"FALSE";S 364;;
"Wulfhelm";"Wulfhelm";"None";"6";"FALSE";S 364;;
"Brichthelm";"Brichthelm";"None";"7";"FALSE";S 364;;
"Brichferð";"Brichferð";"None";"8";"FALSE";S 364;;
"Eadmund presbyter";"Eadmund";"Priest";"9";"FALSE";S 364;;
"Eardulf";"Eardulf";"None";"10";"FALSE";S 364;;
"Alla";"Alla";"None";"11";"FALSE";S 364;;
"Ælfheh";"Ælfheh";"None";"12";"FALSE";S 364;;
"Æþelweard";"Æþelweard";"None";"13";"FALSE";S 364;;
"filius Regis Asser episcopus";"Asser";"Bishop";"14";"FALSE";S 364;;
"Osulf dux";"Osulf";"Dux";"15";"FALSE";S 364;;
"Haehferð dux";"Haehferð";"Dux";"16";"FALSE";S 364;;
"Deormod";"Deormod";"None";"17";"FALSE";S 364;;
"minister Æðelstan presbyter";"Æðelstan";"Priest";"18";"FALSE";S 364;;
"Ælfstan";"Ælfstan";"None";"19";"FALSE";S 364;;
"Æþeric";"Æþeric";"None";"20";"FALSE";S 364;;
"Wulflaf";"Wulflaf";"None";"21";"FALSE";S 364;;
"Denewulf episcopus";"Denewulf";"Bishop";"22";"FALSE";S 364;;
"Ordlaf dux";"Ordlaf";"Dux";"23";"FALSE";S 364;;
"Ordgar dux";"Ordgar";"Dux";"24";"FALSE";S 364;;
"Wulfsige dux";"Wulfsige";"Dux";"25";"FALSE";S 364;;
"Wihtbrord";"Wihtbrord";"None";"26";"FALSE";S 364;;
"Ælfric";"Ælfric";"None";"27";"FALSE";S 364;;
"Æada";"Æada";"None";"28";"FALSE";S 364;;
"Wulfhard minister";"Wulfhard";"Minister";"29";"FALSE";S 364;;
"+ Eadwerd rex";"Eadwerd";"Sovereign";"1";"FALSE";S 365;;
"+ Plegmund bisceop";"Plegmund";"Bishop";"2";"FALSE";S 365;;
"+ Aeþelweaerd filius regis";"Aeþelweaerd";"Aetheling";"3";"FALSE";S 365;;
"+ Aelfwerd filius regis";"Aelfwerd";"Aetheling";"4";"FALSE";S 365;;
"+ Aeþelstan filius regis";"Aeþelstan";"Aetheling";"5";"FALSE";S 365;;
"+ Denulf bisceop";"Denulf";"Bishop";"6";"FALSE";S 365;;
"+ Wiferþ bysceop";"Wiferþ";"Bishop";"7";"FALSE";S 365;;
"+ Aesser bisceop";"Aesser";"Bishop";"8";"FALSE";S 365;;
"+ Sighelm bisceop";"Sighelm";"Bishop";"9";"FALSE";S 365;;
"+ Cealmund bisceop";"Cealmund";"Bishop";"10";"FALSE";S 365;;
"+ Eadgoer bisceop";"Eadgoer";"Bishop";"11";"FALSE";S 365;;
"+ Wimund bisceop";"Wimund";"Bishop";"12";"FALSE";S 365;;
"+ Byrnelm bisceop";"Byrnelm";"Bishop";"13";"FALSE";S 365;;
"+ Wihtbord minister";"Wihtbord";"Minister";"14";"FALSE";S 365;;
"+ Deormod minister";"Deormod";"Minister";"15";"FALSE";S 365;;
"+ Beortsie minister";"Beortsie";"Minister";"16";"FALSE";S 365;;
"+ Ocea minister";"Ocea";"Minister";"17";"FALSE";S 365;;
"+ Aella minister";"Aella";"Minister";"18";"FALSE";S 365;;
"+ Beornstan minister";"Beornstan";"Minister";"19";"FALSE";S 365;;
"+ Tata minister";"Tata";"Minister";"20";"FALSE";S 365;;
"+ Wulfred presbyter";"Wulfred";"Priest";"21";"FALSE";S 365;;
"+ Beorhtulf presbyter";"Beorhtulf";"Priest";"22";"FALSE";S 365;;
"+ Beornulf diaconus";"Beornulf";"unknown";"23";"FALSE";S 365;;
"+ Eadstan diaconus";"Eadstan";"unknown";"24";"FALSE";S 365;;
"Edward rex";"Edward";"Sovereign";"1";"FALSE";S 366;;
"Pleymund bisceop";"Pleymund";"Bishop";"2";"FALSE";S 366;;
"Elfredus filius regis";"Elfredus";"Aetheling";"3";"FALSE";S 366;;
"Ethelwardus filius regis";"Ethelwardus";"Aetheling";"4";"FALSE";S 366;;
"Aethelstan filius regis";"Aethelstan";"Aetheling";"5";"FALSE";S 366;;
"Daenulf bisceop";"Daenulf";"Bishop";"6";"FALSE";S 366;;
"Wiferð bisceop";"Wiferð";"Bishop";"7";"FALSE";S 366;;
"Asser bisceop";"Asser";"Bishop";"8";"FALSE";S 366;;
"Sighelm bisceop";"Sighelm";"Bishop";"9";"FALSE";S 366;;
"Ceolmund bisceop";"Ceolmund";"Bishop";"10";"FALSE";S 366;;
"Eadgar bisceop";"Eadgar";"Bishop";"11";"FALSE";S 366;;
"Wimund bisceop";"Wimund";"Bishop";"12";"FALSE";S 366;;
"Byrnelm abbas";"Byrnelm";"Abbot";"13";"FALSE";S 366;;
"Wihtbrord minister";"Wihtbrord";"Minister";"14";"FALSE";S 366;;
"Deormod minister";"Deormod";"Minister";"15";"FALSE";S 366;;
"Beortsie minister";"Beortsie";"Minister";"16";"FALSE";S 366;;
"Ocea minister";"Ocea";"Minister";"17";"FALSE";S 366;;
"Alla minister";"Alla";"Minister";"18";"FALSE";S 366;;
"Beornstan minister";"Beornstan";"Minister";"19";"FALSE";S 366;;
"Taeta minister";"Taeta";"Minister";"20";"FALSE";S 366;;
"Wulfred presbyter";"Wulfred";"Priest";"21";"FALSE";S 366;;
"Beorhtulf presbyter";"Beorhtulf";"Priest";"22";"FALSE";S 366;;
"Beornulf diaconus";"Beornulf";"unknown";"23";"FALSE";S 366;;
"Eadstan diaconus";"Eadstan";"unknown";"24";"FALSE";S 366;;
"Eadweard rex.";"Eadweard";"Sovereign";"1";"FALSE";S 367;;
"Eaðelred.";"Eaðelred";"None";"2";"FALSE";S 367;;
"Æðelflæd.";"Æðelflæd";"None";"3";"FALSE";S 367;;
"[Plegm]und archiepiscopus.";"Plegmund";"Archbishop";"4";"FALSE";S 367;;
"Wilferth episcopus.";"Wilferth";"Bishop";"5";"FALSE";S 367;;
"Wigmund episcopus.";"Wigmund";"Bishop";"6";"FALSE";S 367;;
"Werferð episcopus.";"Werferð";"Bishop";"7";"FALSE";S 367;;
"Eadgar episcopus.";"Eadgar";"Bishop";"8";"FALSE";S 367;;
"Wig[hel]m episcopus.";"Wighelm";"Bishop";"9";"FALSE";S 367;;
"Ceolmund episcopus.";"Ceolmund";"Bishop";"10";"FALSE";S 367;;
"Æðelweard.";"Æðelweard";"None";"11";"FALSE";S 367;;
"Osferð.";"Osferð";"None";"12";"FALSE";S 367;;
"Ordlaf comes.";"Ordlaf";"Comes";"13";"FALSE";S 367;;
"Ordgar comes.";"Ordgar";"Comes";"14";"FALSE";S 367;;
"Beorhtulf comes.";"Beorhtulf";"Comes";"15";"FALSE";S 367;;
"Ælfwyn.";"Ælfwyn";"None";"16";"FALSE";S 367;;
"Æðelferð comes.";"Æðelferð";"Comes";"17";"FALSE";S 367;;
"Ælfwald comes.";"Ælfwald";"Comes";"18";"FALSE";S 367;;
"Æðelm abbas.";"Æðelm";"Abbot";"19";"FALSE";S 367;;
"Cynelm abbas.";"Cynelm";"Abbot";"20";"FALSE";S 367;;
"Eadnoð minister.";"Eadnoð";"Minister";"21";"FALSE";S 367;;
"Ælfred minister.";"Ælfred";"Minister";"22";"FALSE";S 367;;
"Ælfere minister.";"Ælfere";"Minister";"23";"FALSE";S 367;;
"Eadric minister.";"Eadric";"Minister";"24";"FALSE";S 367;;
"Æðelwald minister.";"Æðelwald";"Minister";"25";"FALSE";S 367;;
"Eadwardus rex";"Eadwardus";"Sovereign";"1";"FALSE";S 367a;;
"Æþelred";"Æþelred";"None";"2";"FALSE";S 367a;;
"Aþelfled";"Aþelfled";"None";"3";"FALSE";S 367a;;
"Wilfere bisceop";"Wilfere";"Bishop";"4";"FALSE";S 367a;;
"Werferd bisceop";"Werferd";"Bishop";"5";"FALSE";S 367a;;
"Plegmund archiepiscopus";"Plegmund";"Archbishop";"6";"FALSE";S 367a;;
"Wimund bisceop";"Wimund";"Bishop";"7";"FALSE";S 367a;;
"Eadgar bisceop";"Eadgar";"Bishop";"8";"FALSE";S 367a;;
"Æþelwerd";"Æþelwerd";"None";"9";"FALSE";S 367a;;
"Osferd";"Osferd";"None";"10";"FALSE";S 367a;;
"Orlaf";"Orlaf";"None";"11";"FALSE";S 367a;;
"Aþelun abb’";"Aþelun";"Abbot";"12";"FALSE";S 367a;;
"Eadward rex .";"Eadward";"Sovereign";"1";"FALSE";S 368;;
"Aeðelweard filius regis .";"Aeðelweard";"Aetheling";"2";"FALSE";S 368;;
"Asser episcopus .";"Asser";"Bishop";"3";"FALSE";S 368;;
"Wulfsie episcopus .";"Wulfsie";"Bishop";"4";"FALSE";S 368;;
"Aeðelstan mess' .";"Aeðelstan";"unknown";"5";"FALSE";S 368;;
"Ordlaf dux .";"Ordlaf";"Dux";"6";"FALSE";S 368;;
"Ordgar dux .";"Ordgar";"Dux";"7";"FALSE";S 368;;
"Wulfsige dux .";"Wulfsige";"Dux";"8";"FALSE";S 368;;
"Aelfred miles .";"Aelfred";"Miles";"9";"FALSE";S 368;;
"Heahferd dux .";"Heahferd";"Dux";"10";"FALSE";S 368;;
"Wihtbrond miles .";"Wihtbrond";"Miles";"11";"FALSE";S 368;;
"Aelfric miles .";"Aelfric";"Miles";"12";"FALSE";S 368;;
"Sigric miles .";"Sigric";"Miles";"13";"FALSE";S 368;;
"Cufa miles .";"Cufa";"Miles";"14";"FALSE";S 368;;
"+ Ego Eadweardus rex.";"Eadweardus";"Sovereign";"1";"FALSE";S 369;;
"+ Ego Asser episcopus.";"Asser";"Bishop";"2";"FALSE";S 369;;
"+ Ego Ordlaf dux.";"Ordlaf";"Dux";"3";"FALSE";S 369;;
"+ Ego Dyormod minister.";"Dyormod";"Minister";"4";"FALSE";S 369;;
"+ Ego Wihtbord minister.";"Wihtbord";"Minister";"5";"FALSE";S 369;;
"+ Ego Ælfric minister.";"Ælfric";"Minister";"6";"FALSE";S 369;;
"+ Ego Wærulf presbyter.";"Wærulf";"Priest";"7";"FALSE";S 369;;
"+ Ego Byrnstan presbyter.";"Byrnstan";"Priest";"8";"FALSE";S 369;;
"+ Ego Wulfhun minister.";"Wulfhun";"Minister";"9";"FALSE";S 369;;
"+ Ego Buga minister.";"Buga";"Minister";"10";"FALSE";S 369;;
"+ Ego Alla minister.";"Alla";"Minister";"11";"FALSE";S 369;;
"+ Ego Wulfhem minister.";"Wulfhem";"Minister";"12";"FALSE";S 369;;
"+ Ego Wulred minister.";"Wulred";"Minister";"13";"FALSE";S 369;;
"+ Ego Beornstan minister.";"Beornstan";"Minister";"14";"FALSE";S 369;;
"+ Ego Eadweard rex";"Eadweard";"Sovereign";"1";"FALSE";S 370;;
"+ Ego Plegmund bisceop";"Plegmund";"Bishop";"2";"FALSE";S 370;;
"+ Ego Aðelweard filius regis";"Aðelweard";"Aetheling";"3";"FALSE";S 370;;
"+ Ego Denulf bisceop";"Denulf";"Bishop";"4";"FALSE";S 370;;
"+ Ego Wiferð bisceop";"Wiferð";"Bishop";"5";"FALSE";S 370;;
"+ Ego Wulfsige bisceop";"Wulfsige";"Bishop";"6";"FALSE";S 370;;
"+ Ego Asser bisceop";"Asser";"Bishop";"7";"FALSE";S 370;;
"+ Ego Wighelm bisceop";"Wighelm";"Bishop";"8";"FALSE";S 370;;
"+ Ego Ceolmund bisceop";"Ceolmund";"Bishop";"9";"FALSE";S 370;;
"+ Ego Eadgar bisceop";"Eadgar";"Bishop";"10";"FALSE";S 370;;
"+ Ego Wimund bisceop";"Wimund";"Bishop";"11";"FALSE";S 370;;
"+ Ego Beornelm abbas";"Beornelm";"Abbot";"12";"FALSE";S 370;;
"+ Wihtbrord minister";"Wihtbrord";"Minister";"13";"FALSE";S 370;;
"+ Deormod minister";"Deormod";"Minister";"14";"FALSE";S 370;;
"+ Beorhtsie minister";"Beorhtsie";"Minister";"15";"FALSE";S 370;;
"+ Ocea minister";"Ocea";"Minister";"16";"FALSE";S 370;;
"+ Aðelstan minister";"Aðelstan";"Minister";"17";"FALSE";S 370;;
"+ Wulfhelm minister";"Wulfhelm";"Minister";"18";"FALSE";S 370;;
"+ Alla minister";"Alla";"Minister";"19";"FALSE";S 370;;
"+ Beornstan minister";"Beornstan";"Minister";"20";"FALSE";S 370;;
"+ Wulfhelm minister";"Wulfhelm";"Minister";"21";"FALSE";S 370;;
"+ Beornstan minister";"Beornstan";"Minister";"22";"FALSE";S 370;;
"+ Tata minister";"Tata";"Minister";"23";"FALSE";S 370;;
"+ Wulfred minister";"Wulfred";"Minister";"24";"FALSE";S 370;;
"Aðelstan Beorhtulf presbyter";"Aðelstan Beorhtulf";"Priest";"25";"FALSE";S 370;;
"Beornulf diaconus";"Beornulf";"unknown";"26";"FALSE";S 370;;
"Eadstan diaconus";"Eadstan";"unknown";"27";"FALSE";S 370;;
"Eadulf";"Eadulf";"None";"28";"FALSE";S 370;;
"Ælfstan";"Ælfstan";"None";"29";"FALSE";S 370;;
"Æðelstan";"Æðelstan";"None";"30";"FALSE";S 370;;
"Wghelm";"Wghelm";"None";"31";"FALSE";S 370;;
"Wulfstan";"Wulfstan";"None";"32";"FALSE";S 370;;
"Wufric";"Wufric";"None";"33";"FALSE";S 370;;
"Ealhstan";"Ealhstan";"None";"34";"FALSE";S 370;;
"Wynsige";"Wynsige";"None";"35";"FALSE";S 370;;
"Eadulf";"Eadulf";"None";"36";"FALSE";S 370;;
"Wulfhelm";"Wulfhelm";"None";"37";"FALSE";S 370;;
"Wulfsige";"Wulfsige";"None";"38";"FALSE";S 370;;
"+ Ego Athelret consensi et confirmavi .";"Athelret";"None";"1";"FALSE";S 371;;
"+ Ego Edward rex consensi et subscripsi .";"Edward";"Sovereign";"2";"FALSE";S 371;;
"Ego Eadwardus Rex .";"Eadwardus";"Sovereign";"1";"FALSE";S 372;;
"Ego Plegmund archiepiscopus .";"Plegmund";"Archbishop";"2";"FALSE";S 372;;
"Ego Denewulf episcopus .";"Denewulf";"Bishop";"3";"FALSE";S 372;;
"Ego Asser episcopus .";"Asser";"Bishop";"4";"FALSE";S 372;;
"Ego Wulfsige episcopus .";"Wulfsige";"Bishop";"5";"FALSE";S 372;;
"Ego Æþelweard filius regis .";"Æþelweard";"Aetheling";"6";"FALSE";S 372;;
"Ego Ordlaf Dux .";"Ordlaf";"Dux";"7";"FALSE";S 372;;
"Ego Osulf Dux .";"Osulf";"Dux";"8";"FALSE";S 372;;
"Ego Ordgar Dux .";"Ordgar";"Dux";"9";"FALSE";S 372;;
